Sentiment,Text
negativo,Yo: ya no voy pensar más en esoo!!  5 min después: https://t.co/aM62594BDV
positivo,El poder de imaginar y soñar... https://t.co/frJxxL7Tlh
positivo,@AtlasFC felicidades!!! Aquí en merida igual tienes afición!!! https://t.co/Ahk08ugaY6
negativo,Pensé que me decían Venado porque estaba en TECNM campus Tizimín
positivo,"Hoy mi uber estaba escuchando @LeyendasPodcast, fue el mejor viaje que he tenido en mi vidaaaa💀💜"
neutro,@DonaGalloMDFCK Jajajaja me imaginé a un director de orquesta usando una verga en vez de una batuta 🤦🏾‍♂️😅🤣 https://t.co/3MtXwqy6uZ
neutro,"@soyhaydee_ Exacto. México necesita que abran los ojos, si los insultamos más se aferran a su cerrada visión."
negativo,"A veces estoy a dos de tirar (más) la toalla, pero luego veo I want it all de Ryan y Sharpay y se me pasa."
negativo,"No creas que no valió la pena, no creas que no eres importante, al contrario, yo te quise con toda el alma✨."
negativo,"Lo que construimos, se acabó"
positivo,"Acabo de ver Your eyes tell y esta preciosa 😭 aparte ryusei todo hermoso y precioso, y escuchar a bts al final 💜  100/10 ♥️"
neutro,"Tenía que ser campeón el atlas para reencontrarme con Mayorga en Mérida Centro, Mérida https://t.co/Z5lpSbpDCT"
positivo,@Pedro73383155 Saludos desde Mérida Yucatán México.
positivo,"@PumasMX de corazon pero mi primer amor en el fútbol fueron mis amados rojinegros del #Atlas .@AtlasFC!!!! Gran equipo, gran afición, un semillero de pasión incalculable por el hermoso deporte que es el fútbol. Muchos campeonatos mi Atlas! Gran regalo de cumpleaños! #AtlasCampeon"
neutro,@vazboss Son para diferentes etapas de la peda
positivo,@qt_largo @DrHistrionico Lo mandé hacer con un amigo
positivo, Atlas es campeón del futbol mexicano 🏆   https://t.co/xugkk1ALBR
positivo,El vodka es 10/10 y taehyung tomandolo 5 estrellas  ☆☆☆☆☆
neutro,@ArcelLenol @YaEresFanMID Si te pones en 4 si
positivo,Call It Like I Seet It es ese tipo de canción que escuchas a todo volumen yendo de paseo con tus amigos ❤️😎 BTR IS HERE #BigTimeRush @jamesmaslow @HeffronDrive @1LoganHenderson @TheCarlosPena https://t.co/mKuz0OZCBH
positivo,#CambiemosDeActitud 🧠 #ActitudPositiva 🤜🤛 #VisiónHorizontal 👁️ https://t.co/98KwgcRBqG
positivo,@jotawwo Yo lo estoy volviendo a ver 💗 https://t.co/blB6thDoOb
neutro,"Unas fotos en el baño del aeropuerto, ¿con quien puedo grabar videos y hacer una colaboración? 😈😈😈 https://t.co/NGjRDMYaWP"
negativo,@fredo_tlatelpa Tal vez la persona con la que estuvo tiene perrito y por eso...
positivo,"Un sueño de infancia que me enseñó la pasión por el fútbol, se me volvió un gran regalo de cumpleaños: ¡#ATLAS CAMPEÓN! ¡VIVA EL ATLAS! ⚽️🔴⚫ Despues de 70 Rojinegros #AtlasCampeon @AtlasFC https://t.co/JCKgvvXilF"
positivo,"@AtlasFC Un sueño de infancia que me enseñó la pasión por el fútbol, se me volvió un gran regalo de cumpleaños: ¡#ATLAS CAMPEÓN! ¡VIVA EL ATLAS! ⚽️🔴⚫ https://t.co/oLDadyaZxh"
positivo,"@AtlasFC Un sueño de infancia que me enseñó la pasión por el fútbol, se me volvió un gran regalo de cumpleaños: ¡#ATLAS CAMPEÓN! ¡VIVA EL ATLAS! ⚽️🔴⚫ https://t.co/vDhAouXMF4"
positivo,"Bueno Hoseok, responde a la historia para que podamos MORIR EN PAZ DE UNA BUENA VEEEEEZ https://t.co/tfbaoPrbQ1"
neutro,Por un 2022 con abdomen plano 🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻
positivo,"Era como  ok, ya estamos mojados un poco más de agua esta bien  jajajaja"
neutro,"@santiagobaeza Es un mega bache, solo por debajo del otro #López (de Santa Ana)"
positivo,@_ylunacc Gracias amiga!😅✨
positivo,"@SimiooCruz Felicidades por el título, que bueno que regresaste!!!"
positivo,Puedo que no tengamos seguido pero cuando nos dan de calidad Jaajjaja https://t.co/s0gxV9lnH5
neutro,Es que oficialmente vhope en hawaii ♡
positivo,Hoy fue uno de esos días donde reafirmo que Viri es una de esas mujeres que te encuentras UNA vez cada mil vidas y no puedo sentirme más afortunado de tenerla como mi compañera de vida ♥️
positivo,"Su obra más famosa son los libros de los vampiros , pero mis favoritos son los de las brujas , cuyas historias se mezclan con las de los vampiros"
negativo,"Cuando creo que las cosas está bien, y que mi vida está siendo un completó exito. Algo malo aparece :("
negativo,Me siento tan identificado 👤
negativo,Quisiera nunca haber revisado ese celular :(
positivo,"Es que, saber que hobi, taehyung y jiwoo estaban andando juntos disfrutando de la vista y tomándose fotitos ... ay todo belloooo"
positivo,@inneherrera Gracias bby 💫❤ crucemos los dedos para que así sea 🤞🏻 pero que mala onda por esa gente mala leche que no les gusta ver bien a los demás! gracias por apoyarnos siempre! ❤ Tqm
negativo,@curIykth Y estaban felices 😭😭
negativo,"Se robaron a mi gatito, estoy muy triste."
neutro,@Xander36224062 Te presto el mío. Vivo en Cd Caucel. Envía forma MD.
neutro,"Urge lateral izquierdo, un creativo y un delantero en @PumasMX, @EmmaSan13 @elmagazo"
negativo,"😞😞😞 quiero a mi bebé de nuevo, odio a las personas que se lo llenaron"
positivo,@serchwandowski Gracias por todo el apoyo corazón 🥰 te amo mucho!
positivo,Bueno yo estoy segura que Taehyung aguanto todo lo que puedo para mantenerse callado pero ya no pudo más JAJAJAJAJA. https://t.co/Br0ILuGY21
positivo,Hawaii es tendencia y porsupuesto que sí ♡
negativo,No se como agarre tanta confianza en poco tiempo con alguien
neutro,Talavera Mozo Freire Ortiz *Refuerzo* Lira García López              *Refuerzo* Dinneno *refuerzo*  @PumasMX @EmmaSan13 @elmagazo
positivo,Este fin fui de verdad muy muy feliz 🥺
positivo,Jdr que bueno esta mi novio 🍥🧡
neutro,@ryodeDios @LillyTellez @Claudiashein @LillyTellez y por mucho
positivo,@GobinCruz Que sexy y hot. Saludos desde Mérida.
negativo,@daniblink_g Te presento mi culo mientras...
positivo,"Send ganas de vivir en Motul, Yucatan, Mexico https://t.co/68KemG9wSw"
positivo,"@CarlosMEnrigue Felicidades, caray"
positivo,@Pko3x Que sexy y hot. Me preñas?
positivo,@hagala_ Saludos de parte de todos los rojinegros de Yucatán mi hágala!!! Somos campeones y que la cuenten como quieran https://t.co/r099hfASPz
positivo,"@LauPerezCisnero Ahora entiendo a Chabelo, seguro no le gusta la música!"
negativo,tliste pq ya no tengo con quién jugar parchís😔
positivo,"@JairTenreiro Sad jaja, te espero el mamartes"
positivo,"#networking , la realidad laboral actual de muchas #mujeresEmprendedoras en #Mérida #Yucatán  💕🌟 #nuevasenmerida #nuevasenmérida #merida #yucatan https://t.co/bavzpIS08D"
positivo,"Mi novio durmiendo y yo aquí dándole al @bigtimerush , loooos amo, jamás los superé!!❤️❤️❤️"
negativo,Ya que tengo planes para el sig año y todos mis ahorros básicamente gastados se les ocurre sacar la teoría de que Gaga regresa a Mexico … tantita madre 🥺
neutro,@Pedro73383155 Hacemos vídeo llamada
negativo,Me desbloqueó el recuerdo de uno de los primeros libros que leí de chiquita 😢
negativo,"Si alguien le ofreciera trabajo y una casa se irian de donde estan ahora?  Ese alguien es uan persona que le gustaste y el trabajo es el mismo o parecido en donde estas ahora que harían? Pd, de Mérida a holbox y apenas lo acabas de conocer creen en el amor?"
negativo,"Aveces cuando queremos amar, destruimos."
neutro,Cruce de ardillas alert 🤭
positivo,NADIE más hermosa que @KarlaAlvizo ❤️🌴
positivo,Que sabemos del amor.. https://t.co/Adnfgy7zPj
neutro,¿Cómo ven @miguelarrazate1 @magetta2001? ¿Le tocará al tío @ClubPueblaMX?
positivo,"Y acompañar a mi padre muy lejos, tal vez hasta el fin del mundo..."
indeterminado,@livingLifeTheB1 @DenisGirlsX Delicioso ello
positivo,@ConDivinidad @DenisGirlsX Delicioso GIRL
positivo,Se llama efecto placebo y está muy bien estudiado
negativo,"Puede quitarte el dinero , no puede curarte"
neutro,"@RealHellAdmiral @pilotochungo1 @FerFrias @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @100cia_ @AnnaGlez93 @madresfera @MatiMatarredona Ningún charlatán da algo gratis , así no funciona"
neutro,@RealHellAdmiral @pilotochungo1 @100cia_ @FerFrias @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @AnnaGlez93 @madresfera @MatiMatarredona Que tiene que ver la física con el reiki ?
neutro,@FerFrias @RealHellAdmiral @pilotochungo1 @100cia_ @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @AnnaGlez93 @madresfera @MatiMatarredona Y la economía explica porque algunos viven de engañar a otros
neutro,"@RealHellAdmiral @FerFrias @pilotochungo1 @100cia_ @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @AnnaGlez93 @madresfera @MatiMatarredona Pero porque querría alguien aprender reiky si no funciona mas allá del efecto placebo ? , es como querer aprender los hechizos de Harry Potter"
neutro,No que no tronabas pistolita ?
neutro,"@RealHellAdmiral @pilotochungo1 @FerFrias @100cia_ @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @AnnaGlez93 @madresfera @MatiMatarredona La autocuración en que casos funciona ?, Cáncer ?, fracturas ?, una apendicitis ?"
negativo,@Ariisalazar Quizá no lo estás haciendo de manera que esto se presente
neutro,"@renataruizzg El segundo, ya de civil se le quita el encanto a uno que conozco"
negativo,"En esta vida no se pudo, pero puede q después"
neutro,@pilotochungo1 @MatiMatarredona @FerFrias @100cia_ @vaiconDios @quediario @SaludsinBulos @fape_fape @StopPseudo @apetp_ @escepticos @cescept @ricardocomsalud @AnnaGlez93 @madresfera Fue divertido mientras duró
negativo,A este truco lo llamo dormir 8 horas en 4
neutro,@Mx90Chubb @Rangel_Bear @panda_mid Gracias. Son los pelos de un macho
neutro,@DiegoFC Dime con kien andas y sabré kien eres…. Entre Rataa!!!!
negativo,Nadie : ... Absolutamente nadie : ... Los grupos de compra venta de mi FB https://t.co/Q6vpvXQcYE
positivo,https://t.co/zE62ej9DoB Buenos dias 🔥😈🍑🍆  RT y te en pino🍑 https://t.co/MmRzuJMIlH
negativo,"Por eso de la Virgencita y sus hábitos cueteriles hay un debate en mi pueblito sobre si está bien o mal usar la pirotecnia. Oigan, ¿si se dan cuenta que las tradiciones son la más pura expresión de las cosas que te obligan a hacer por lo que alguna vez hizo gente que ya se murió?"
negativo,En Facebook se están peleando. Los cuetes siguen tronando. A lo lejos las canciones de Vicente andan sonando. Y la Virgen ni por enterada.  Aquí ni le van al Atlas.  Mejor me voy a dormir otra vez.
positivo,Los pelos 😍
positivo,@guschable38 Que rica esta hay un saludo
negativo,Me da miedo no armarla siendo independiente
positivo,@MaryGar721530 Sería un placer sexy mujer
positivo,@MariCarlos85 A quien no se le antoja a una rica mujer con o ella
positivo,@lamz_07 Cuál sea está bueno jja. El queso acá sabe bien raro 😆
positivo,"@Hevaladezv Gracias Hector buenos días que pases excelente, feliz y bendecido lunes"
positivo,"@OracionParaHoy Amén, gracias SEÑOR por todas tus bondades y tus bendiciones"
neutro,"@bta_Demian Según las publicaciones, el que gobierna en Guerrero es el violador."
positivo,"Es gracioso q a las 2 morras q querías darte, no le hayan reaccionado a tu foto de perfil conmigo jasjaajajajasjaja, salu2 sociassss"
neutro,Servicio en UMAN$$$ 9994879122 https://t.co/Y3a7qbJqdf
negativo,Nunca dejes que las cosas que tú QUIERES te hagan olvidar las cosas que ya TIENES.
positivo,Deliciosa 🤤🤤🤤
positivo,@Hevaladezv Gracias buenos días
negativo,"@Yucatan_Morena_ Definitivamente ¡Bravo por ICA! ¿Y los demás? ¿Y las demás mega obras? De tweets no se progresa, pero del trabajo coordinado y esfuerzos sumados si. Sin más vueltas ¿que más?"
neutro,"☎️Contáctanos (999) 290 9387 🛠️🏗️ te atenderá tu asesora 👷🏻‍♀️ Cinthya Mukul, escríbenos vía Whatsapp📱💬 al 9991367843 o  https://t.co/dr3c0XvmXI  #alamedida #enconfort #tudecides en Laminas y Aceros https://t.co/DY40XOrwsa"
negativo,Cuando te tropiezas y estás a punto de darte en la madre pero tu cuerpo se alcanza a levantar.
neutro,"@CeliaZurita O tal vez no tenía la capacidad de expresarse o ella era muy machista... Chente era una persona misógina, eran otros tiempos. Pero excelente cantante, sin duda."
negativo,"No quería que me entrará a la mente el pensamiento de que estaré lejos de mi familia y amigos para navidad y año nuevo, pero me empieza a atormentar esos pensamientos...   Se vienen días difíciles."
positivo,"Siempre hay una primera vez, ahora le gané a despertar a @alitoboy 🥳. Logro desbloqueado."
positivo,@Gustavo38605378 @swingmid01 Que rica panochita para estar ahí chupándose la
positivo,@Yilaci1 Sexy y rica mujer
positivo,@ana14lamorocha Deliciosas
negativo,"@Jair_Caballero1 No creo que me ganes, a mi me han matado dos veces que han ido a verificar mi cuerpo y mi galán siempre me la hace de pedo por eso."
positivo,Lo mejor fue ver el estadio lleno de puro fiel!! Era imponente ese ambiente
neutro,Acaba de publicar una foto en Taller de Lauderia  SEGBE https://t.co/Xlz2Jo0cLF
positivo,@EdgarHe48665342 Buen día Edgar!
positivo,@Pedro73383155 Que rico cabron me preñas.
neutro,@Alexand95130459 Envía el video
positivo,"Buen día, amanecemos duros  😏 🍆 https://t.co/tetL7KLMOi"
negativo,Pinshis parásitos ladrones y la primera creo la peor piraña
positivo,@candylovenr Que rico empezar la semana y ver una foto muy sexy así nos das ánimos para empezar la semana al 100 saludos
neutro,"Alguien en pinos, por altabrisa o colonia maya?"
positivo,Uff estuvo buenísimo este fin. Se repite el que viene.
positivo,"@somos1conDios Declaro:  Me propongo a ser mejor que ayer. Sí caí, me levantaré con más fuerza, fe y propósito, en el suelo no me quedo, quién me sostiene es mi padre Dios por toda la eternidad. 🙏🙏🙏🙏"
negativo,"@EstebanLpez19 @estarc62 Jajaja no pues en su rancho le llaman feminazis a las que defienden sus derechos, no me extraña nada que lloren a un charro mano larga porque el respeto a la mujer vale madres para el ignorante que sólo quiere cantar rancheras con su  ídolo ."
positivo,@mayi_manuel Que rica relajación las dos cosas más ricas la cerveza y esa sexy mujer
negativo,"Pero hay andan de nacos diciendo que le fué a cantar a la virgencita. No sé preocupen, los estará esperando en el infierno cuando les toque jajaja"
negativo,"@PRI_Nacional Rubén Moreira diciendo el neoliberalismo que nos impusieron desde el poder, ¿no el fue gobernador de Coahuila y lo endeudo y se enriqueció en ese período del cual ahora reniega? En cuantas fotos lo vimos con Peña y otros mientras disfrutaron de las mieles del poder!"
positivo,El mundo está loco. Atlas fue campeón
positivo,Mi mayor bendición y la mejor decisión de mi vida. No saben lo feliz y orgulloso que estoy de casarme con la mujer de mis sueños.  Bendito 11 💚 https://t.co/Z84zbE7tTm
positivo,"Ya, mucho reclamo jajaja, una disculpa a quienes pinché con mi corona en la fiesta al momento del abrazo los te tqm 💛"
positivo,"@EmiratoC Mejor repetimos hoy, para que esperar tanto jejeje"
negativo,"¿No le pierdes, amigo? https://t.co/UF9ys7GjJs"
positivo,Feliciades
neutro,@EstelaBajio1 Si y de que forma
negativo,Llevo 1 mes comiendo como si mi ropa se fuera a convertir en dos tallas más grande.   🙃
positivo,@_soldvdo Que ganas de una rinoplastia en mi cumpleaños.
positivo,Compromiso pero Halo infinite es un mame al que SI me voy a subir. 💚🖤
positivo,@RaquelArguelle3 Saludos feliz lunes YucatanMexico https://t.co/UVp09eJJRL
positivo,@ParejaMIDNew Que sexy rico y hermoso atuendo
positivo,@Chardenass1 Que rico..para mamar y sentarme.
positivo,@thelma_salinas Buen dia feliz lunes https://t.co/s4IEMFoPH6
positivo,Hola vacaciones 🙌🏼
positivo,@UnicornioMid tienes planes para el miercoles??? quiero invitarte a almorzar y despues pase lo que pase.
positivo,"#buenosdias  #felizlunes  #retos en Yucatan, Mexico https://t.co/xxF1NEnYK9"
positivo,"@jlpreciadob Muchas felicidades José Luis Preciado por tu cumpleaños, que tengas muchos años más de vida y que dios te siga bendiciendo 🎂🎉🎊"
negativo,Alguien q me diga
positivo,"Lo mejor de la noche fue, darse cuenta de que tengo grandes amigos y pese a no estar en el mismo lugar, me tienen mucho cariño."
positivo,@PAREJAS28050611 Dichoso alquel que pruebe a esa sexy y rica mujer ...😍😍
negativo,@marthagrom Pooorque fue un robo descarado
neutro,El @PRI_Nacional de @alitomorenoc colapsado.  @VisionSurCam @5toPoderqroo @HctorCob https://t.co/1WkUpIjLpm
positivo,"Para mi cero habilidad para los deportes, saltar la cuerda 5 minutos seguidos es un gran paso 😅"
negativo,Neta que puta necesidad de mamarse domingo 🥴🥴
neutro,8:40am y yo ya ando viendo travestis
positivo,@Kaarmeenciitaaa Que delicia
neutro,En 20 mns entro a trabajar y aún estoy en el trono 🥴👌🏻
positivo,@Alkntr Que gusto leerte por aquí 🥰
positivo,"Hoy es un buen día para empezar a hacer limpieza profunda de todo lo que ya no es útil. Empezando desde adentro, porque nuestra mente también hay que limpiarla de las telarañas del miedo ❤️"
positivo,Hay chance que desde proximo torneo @Orlegi_Sports @orlegi  se encargué de mi @ClubPueblaMX @bufalopoblete9  ya quiero ver a mi Pueblita campeón!
positivo,@EmiratoC Por eso me encantas!!
positivo,@m_soberanisv Gracias igualmente Melvin
positivo,Ya quiero conocer el nuevo trailer de #FantasticBeasts
positivo,@Hevaladezv Gracias buenos días
positivo,"Ese momento en el que mencionan que X tienda tiene el 25% en todo, y nos emocionamos y vamos @zintiti"
positivo,"@NortenaCatrina Desmentirlos es confrontarlos, ya vemos y lo vemos muy bien"
neutro,"Asistí a la representación escénica en lengua maya  La Conjura , un recorrido por los pasajes cronológicos de rebeliones indígenas trascendentes para la identidad social, histórica y cultural. Felicitaciones al Laboratorio de Teatro Comunitario de #Xocén, #Valladolid 👏👏👏🎭 https://t.co/vSgul1NeFl"
positivo,Un honor estar en #SIComPol
positivo,@PAREJAS28050611 Es un manjar de mujer espero tener la fortuna de poder conocerlos
positivo,Felicito a  @bepensa por la colocación de certificados bursátiles de su División de Bebidas en la @bolsamexicana  Vengan muchos éxitos más #desarrolloeconomico  #ReactivaciónEconómica https://t.co/4s0akMuwxv
positivo,"@Cloux_23 Verdad que si?  Bonito inicio de semana Antonio, otro muy fuerte abrazo para ti lindo"
positivo,#BuenosDias  #FelizLunes  iniciando semana con actitud positiva ... https://t.co/Cjl1cAzQdi
negativo,@TruebaLara Marxarriaga: (m) Muñeco de ventrílocuo utilizado para declaraciones que van de lo absurdo a lo vergonzoso // Pndjo. Ej:  Eres un marxarriaga  // Animal amaestrado que puede conservar su condición salvaje.
negativo,Los pendejos chivahermanos sintiendo superiores... o graciosos 😆😆😆
neutro,Solo falta que los vaqueros de Dallas ganen el SB 🤣
neutro,Ni un peso más a la industria del chantaje: @LaydaSansores   #GobiernodeTodos   @VisionSurCam @5toPoderqroo @HctorCob @aostoaortega @moocar357 @Congresocam @senadomexicano @Mx_Diputados @ErickReyesLeon @robertocalkini @
positivo,"Mientras tu vas, yo ya regrese y estoy en camino de nuevo."
negativo,"Ayer fue al Costco y gaste mil pesos en sólo carne de res, ese es la definición de lo que quiero hacer todos mis domingos."
neutro,Si Vicente era tan bueno pq no sacó candy y fanática de lo sensual
neutro,"Idealizar al otro, es condenarlo a decepcionarte, libérate de las expectativas y vive."
positivo,"#Lunes por la mañana, un café, algunas canciones de Adele y solo me faltaría un beso tuyo 💓"
positivo,"Aproximadamente en 1996 me nació el amor por este equipo, tuve la dicha de jugar y defender los colores y desde entonces soy del ATLAS. Pero, la noche del 12/12/21 simplemente se quedará en la historia!!! ❤🖤  @AtlasFC #transformamos #Junto2"
negativo,No puedo creer que por fin estemos en la última semana😱🙌🏼
positivo,Última semana y vacaciones 🙌🏻
positivo,"@mariocamacho82 Nel, la pasó bomba el infame festejando el campeonato de constructores."
neutro,No había entendido el significado de Yellow de Coldplay hasta que te conocí
negativo,"Odio los días en los q Karen no está de humor, es incómodo el sólo hecho de existir jajajaja🙄."
neutro,@_EmilyHdez Se sabe.
negativo,"Como ya saben, odio los lunes 😩"
neutro,🔴 #EnVivo | Comienzan las comisiones unidas de Puntos Constitucionales y Gobernación y la de Justicia y Seguridad Pública.  #LXIIILegislatura  #CongresoYucatán   ➡️Síguela en directo: https://t.co/SewAFpGyTN
neutro,En la recta final del año... https://t.co/tk9fZ8c7fW
positivo,¿Por qué los post son como la música🎶? Si quieren saber te lo cuento hoy en #SICompol que organiza @PolitologosD ✅ Mi turno es a las 21:30 hora de 🇵🇪/20:30 🇲🇽   Serán 5 días intensos ¡NOS VEMOS! https://t.co/qdZ9hE41Fm
positivo,"#FelizInicioDeSemanaATodos en Mérida Centro, Mérida https://t.co/Cj8G9TjOZl"
negativo,La nacada..
positivo,"En  2022, ya será obligatorio en prácticamente, todos los lugares a los que vayamos el mostrar el certificado de #VacunaCovid 💉  Muchas personas, ni siquiera tienen la primera dosis, y eso vendrá a crear complicaciones para las actividades laborales, turísticas, recreativas, etc https://t.co/qBZxs259gm"
positivo,"Nos dejamos hace tiempo, pero llegó el momento de volver... 🎶"
negativo,Weyyyyy que perro miedo que algo que sueñes como aviso si pase !!! 😳😳😳
positivo,Isa: Mamá quitale los ojos a mis hotcakes de muñeco de nieve porque estoy segura que me estan viendo 😂😂😂
neutro,Messi regresa al Bernabeu. Cristiano regresa al Wanda. Se vienen buenos partidos.
negativo,"Que nadie, nadie les quite el derecho de escribir lo que creen, lo que sienten o lo que aman.  Días 💥"
negativo,@ahntjos Como te contacto para hacer vídeo llamada.
positivo,@axsoulotl el fondo en lo que vuelve Xiao? Jaja
indeterminado,#Perifoneo #ÓpticaNox #Dzemul #Tortuguitas #MannySocial https://t.co/qTZva2L4KQ
negativo,Querido Santa
positivo,Mi chingon cantó ayer y me fue de 🥚 🥚@Erik_Allison https://t.co/MPGrQpk3jt
positivo,"Pide hoy tu RappiCard! Te da hasta 8% de cashback en todas tus compras y sin anualidad. Ingresa mi código hunac-ceel992298, para ganar tu bono de $400 al gastar $0.00 en tu primer mes. Pídela aquí &gt; https://t.co/khpba6fR44"
positivo,"Hoy , inicia una nueva temporada con un nuevo capítulo en mi vida ☺️✨ Feliz por ello."
positivo,@chairita4T Buen día. ¡Ánimo! 🤗
positivo,@_Nat_taly_ Acá está esplendoroso 💫☀️
negativo,"@laKaro_gc @Kchapulin_II @Chivas Que feo es lo que las Chivas en gral, hacen pasar a sus aficionados no solo la directiva, dirección técnica y jugadores, ahora hasta el CM de una de sus redes sociales cometiendo estas pifias… coincido con muchos y la afición de ese equipo que culpa se tiene ?"
negativo,Me duele la cabeza y tengo muchísimo sueño 😪
positivo,@LouisseLu Gracias amiga! La pasamos genial!
neutro,"Hasta para generar contenido en redes hay que tener creatividad,y clase."
neutro,Ijole creo que no llegamos ni a Europa League
positivo,"@maluma Para todo hay tiempo Juáncho y todo tiene su momento, se te ama ♥️ buen inicio de semana!"
positivo,@pollowsky666 Jajajajaja  No recordaba el helicopter de mis tiempos.
positivo,"Amo el café del Eleven, está cargado 👌🏻😮‍💨❤️"
negativo,@AristeguiOnline Me urge su sombrero 🎩
negativo,¿Me explican como le hacen para despertar temprano? 🥲
positivo,Me encanta 😍🔪🩸🔥
indeterminado,Que estrés me da que me salga mal el papeleo🥺.
positivo,"@paolarojascommx @PaolaRojas Paola Rojas, siempre elegante y con muy buen gusto para vestir, eres la líder de la moda. Te ves muy linda y tú estilo de caminar, qué se llama si se cruza contigo: ah qué voltea.? Qué bonitas piernas tienes. Besos."
positivo,"Feliz inicio de semana laboral para todos, y que tengamos un exitoso lunes. Saludos desde Dzemul, Yucatán, Mx. #CanRosel   #Perifoneo #ÓpticaNox #Dzemul #Tortuguitas #MannySocial #FelizLunes https://t.co/aeQQCtkEvE"
positivo,"Feliz inicio de semana laboral para todos, y que tengamos un exitoso lunes. Saludos desde Dzemul, Yucatán, Mx. #CanRosel   #Perifoneo #ÓpticaNox #Dzemul #Tortuguitas #MannySocial #FelizLunes https://t.co/ZUwYudlj1o"
neutro,Primera semana de diciembre que será sin parar 🥲💪🏼
positivo,"@MonicaSotoIcaza Mónica, eres toda una filósofa. Besos."
positivo,"@MasciarelliR @AtlasFC Ayyy que bien recuerdo, de niño Roberto era mi ídolo 🤩😃 Felicidades, Atlas campeón!"
positivo,Hoy por la noche  de 10 a 12:30. Los veo en el delo para pasar las vísperas de navidad!!  #progressivehouse #mondaymood @ D E L O R E A N   |   santuario sonoro https://t.co/pwkLsnkEHN
positivo,@CornudoHotwife6 Es toda una delicia su señora esposa
positivo,61 días para conocerlas @Lasvillaoficial 💘🐥 https://t.co/27578xE1JD
positivo,@irvingkuxeque Me encantaría 🥺❤️
neutro,Es que no me gustó como salieron mis cejas. 🥺 https://t.co/xmcGNrGpx0
negativo,Quien para  ahora yo con lugar caucel
positivo,Esta semana se viene con tooooodo 🎉🎉
neutro,@DiegoFC Ccp @dariocelise
positivo,@LouisseLu 🤣🤣🤣🤣🤣🤣 que madrazo mana!!! JAJAJAJAJAJAJAJAJA!
positivo,Brother todas son el amor de tu vida!  Ya medícate. Jjajaja fastidias
positivo,"Good morrow my friends, may the blessings pour upon you and your family. Have a wonderful day.  Buen día amigos míos, que las bendiciones se derramen sobre ustedes y su familia.  Que tengas un día maravilloso 👋🤓 #yucatannomad #yucatandigital @alfonsomujicajr"
positivo,"@BetoDvila4 Acá divina, La Riviera Maya!!!"
positivo,"@Jazz_Ioude Buen día, Jazz!!! ☕️☕️"
neutro,@lopezdoriga ¿Y sus obras qué onda? Que se ejecute la ley en los buenos de mi compadre.
negativo,"@CarlaEUrenaA Soy católico y coincido en que algunos festejos se pasan de lanza, pero no todos, de cualquier manera nos falta mucho para esa cultura."
positivo,Quien diría que el biólogo y la arquitecta terminarían juntos. Si hasta nos odiabamos🙂
positivo,Despertar en campeche es de lo mejor ❤️
negativo,Es hipnotizante ver la defensa de Checo 🙃
negativo,"@Tuitzilopochtli Toño a Tuitz, reportando desde el lunes, Toño a Tuitz  Este lunes también está valiendo verga"
positivo,"Recuerdo cuando el Hombre Codorniz creaba un nuevo día para hacer el fin de semana más largo, divermingo. SACA TU LIBRETA APUNTA BROTHER, ASÍ SE LLEVA UN PAÍS A LA GRANDEZA @lopezobrador_ https://t.co/eHW94deQcw"
negativo,Es muy difícil vencer a alguien que nunca se da por vencido.
negativo,Solo la gente culera sufre de insomnio.
neutro,"@Paco_Villa_ No solo la clase, pisotean su propia historia, la usan para exponerse. No tienen suficiente con los descalabros deportivos más recientes y deciden darse un balazo en el pie."
negativo,"Cuando la gente dice,  Estoy haciendo dieta,  lo que quieren decir es  Estoy comiendo exactamente igual, pero ahora me siento culpable. "
neutro,Esta semana hay nueva columna de opinión y ya sé de qué voy a escribir 😀💚
positivo,"Saludando al mtro. Del micrófono 🎙️, don Mario Chacón, preparando algo para el aniversario de la UADY 2022 https://t.co/EQnZyaaSHW"
neutro,La verdad.... https://t.co/ilCOcbiftA
positivo,Gracias a @GrupoSipse  por la entrevista para promocionar la colecta de juguetes 2021. “Un Niño feliz será un adulto exitoso”. ¡Muchas gracias a todes! https://t.co/Qjqp3nO9Fi
neutro,"@la_maxib Pues es que el omnicron viene cañón, aguanta a que pase y hasta el qlo te escupen, bebé. ✨"
neutro,"@BeatrizpOrtega @hdemauleon @Patito125 @Luprisha @civbaru @Ar4nz4zu @haces1901 @addypalval @loliteli @VekaDuncan @yrisita_spooky @Clionautica @GuerreroPuma_ @DoctoreFrio @amarillomango @JLBAZALDUA @JuanAstrolab Saludos, Bety. Que tengas una maravillosa semana"
neutro,Haciéndome ojitos la idea de meterme a aprender algún deporte de combate.
